,Food,Location,Week,Month,Amt_bought,Amt_Consumed,Wastage
4197,Pork,Halal Guys,10,3,3.1,2.8,0.3
4198,Chicken,Halal Guys,2,1,1.9,0.3,1.6
4199,Pizza,Blaze pizza,6,2,8.9,3.7,5.2
4200,Drumsticks,Akino sushi,4,1,4.7,0.5,4.2
4201,Tune,Globe,12,3,6.5,6.0,0.5
4202,Tune,Blaze pizza,3,1,5.7,2.4,3.3
4203,Pizza,Chipotle,10,3,5.8,0.2,5.6
4204,Parmesan cheese,Flip kitchen,3,1,4.3,3.7,0.6
4205,Fries,Halal Guys,3,1,2.1,1.9,0.2
4206,Fries,Nue Vegan,11,3,7.7,4.5,3.2
4207,Chicken,Flip kitchen,1,1,9.6,0.3,9.3
4208,Fries,Blaze pizza,10,3,3.8,3.4,0.4
4209,Salad,Globe,2,1,8.3,6.2,2.1
4210,Burger,Halal Guys,11,3,5.0,3.7,1.3
4211,Pizza,Blaze pizza,10,3,6.7,6.4,0.3
4212,Tune,Chick-fil-a,2,1,8.5,4.4,4.1
4213,Beans,Halal Guys,7,2,7.9,7.0,0.9
4214,Tune,Globe,5,2,1.1,0.9,0.2
4215,Tune,Akino sushi,11,3,3.6,0.3,3.3
4216,Beef,Chipotle,6,2,2.2,2.2,0.0
4217,Fries,Nue Vegan,3,1,4.9,4.1,0.8
4218,Salad,Globe,7,2,8.2,7.4,0.8
4219,Salad,Ike's,5,2,1.2,1.0,0.2
4220,Chicken,Chick-fil-a,11,3,9.5,0.9,8.6
4221,Tune,Nue Vegan,3,1,8.2,7.8,0.4
4222,Beef,Nue Vegan,9,3,2.2,0.8,1.4
4223,Beef,Blaze pizza,4,1,5.6,4.7,0.9
4224,Beef,Ike's,2,1,10.0,7.1,2.9
4225,Burger,Chick-fil-a,6,2,4.1,2.6,1.5
4226,Beans,Halal Guys,1,1,4.8,2.2,2.6
4227,Salad,Halal Guys,6,2,8.1,4.7,3.4
4228,Burger,Akino sushi,5,2,2.6,1.5,1.1
4229,Fries,Chick-fil-a,2,1,3.4,1.1,2.3
4230,Pizza,Ike's,4,1,4.5,0.7,3.8
4231,Fries,Chipotle,10,3,2.3,1.2,1.1
4232,Burger,Blaze pizza,11,3,2.7,2.1,0.6
4233,Burger,Akino sushi,2,1,2.2,0.7,1.5
4234,Parmesan cheese,Chick-fil-a,2,1,6.6,2.7,3.9
4235,Burger,Halal Guys,6,2,8.1,2.7,5.4
4236,Pizza,Halal Guys,2,1,9.4,0.7,8.7
4237,Fries,Chick-fil-a,12,3,5.2,2.2,3.0
4238,Chicken,Akino sushi,1,1,2.7,0.2,2.5
4239,Chicken,Flip kitchen,2,1,6.9,3.1,3.8
4240,Drumsticks,Nue Vegan,6,2,8.2,1.1,7.1
4241,Fries,Nue Vegan,6,2,4.2,3.0,1.2
4242,Parmesan cheese,Akino sushi,3,1,2.0,0.7,1.3
4243,Pork,Chipotle,10,3,9.4,8.1,1.3
4244,Beans,Blaze pizza,6,2,3.2,2.9,0.3
4245,Salad,Ike's,9,3,2.3,2.1,0.2
4246,Pizza,Flip kitchen,2,1,7.8,5.5,2.3
4247,Drumsticks,Flip kitchen,2,1,9.9,8.6,1.3
4248,Pork,Chipotle,4,1,6.7,5.4,1.3
4249,Pork,Chick-fil-a,9,3,8.6,2.7,5.9
4250,Fries,Chipotle,10,3,2.1,0.4,1.7
4251,Chicken,Flip kitchen,5,2,2.8,2.4,0.4
4252,Salad,Akino sushi,10,3,4.1,0.9,3.2
4253,Tune,Southside,6,2,1.8,0.0,1.8
4254,Beans,Akino sushi,10,3,1.3,0.8,0.5
4255,Burger,Southside,10,3,6.7,3.7,3.0
4256,Pizza,Chick-fil-a,4,1,7.6,5.7,1.9
4257,Fries,Blaze pizza,7,2,7.1,0.6,6.5
4258,Chicken,Nue Vegan,1,1,2.5,2.3,0.2
4259,Pizza,Southside,7,2,5.6,1.5,4.1
4260,Beef,Ike's,9,3,5.4,1.7,3.7
4261,Parmesan cheese,Blaze pizza,8,2,4.5,4.3,0.2
4262,Salad,Flip kitchen,6,2,4.0,1.0,3.0
4263,Salad,Halal Guys,7,2,7.0,4.9,2.1
4264,Burger,Nue Vegan,10,3,3.3,2.6,0.7
4265,Tune,Nue Vegan,12,3,2.0,0.7,1.3
4266,Beef,Blaze pizza,1,1,4.6,1.1,3.5
4267,Tune,Southside,9,3,6.6,6.1,0.5
4268,Burger,Globe,10,3,3.5,0.5,3.0
4269,Beans,Globe,5,2,2.6,1.3,1.3
4270,Fries,Southside,11,3,8.3,4.6,3.7
4271,Parmesan cheese,Flip kitchen,10,3,4.8,3.5,1.3
4272,Salad,Nue Vegan,12,3,9.2,4.5,4.7
4273,Tune,Ike's,5,2,3.2,2.2,1.0
4274,Parmesan cheese,Chipotle,11,3,5.8,3.7,2.1
4275,Burger,Ike's,6,2,4.7,4.0,0.7
4276,Pork,Ike's,6,2,8.9,5.1,3.8
4277,Parmesan cheese,Chipotle,2,1,7.6,2.1,5.5
4278,Fries,Chipotle,8,2,2.5,0.3,2.2
4279,Tune,Chick-fil-a,5,2,7.3,6.0,1.3
4280,Tune,Akino sushi,4,1,9.1,3.6,5.5
4281,Beans,Chick-fil-a,12,3,2.3,1.8,0.5
4282,Pizza,Chick-fil-a,5,2,3.6,2.6,1.0
4283,Parmesan cheese,Globe,6,2,7.2,2.2,5.0
4284,Fries,Blaze pizza,7,2,1.9,1.2,0.7
4285,Chicken,Southside,2,1,8.8,5.2,3.6
4286,Beans,Flip kitchen,8,2,4.8,2.3,2.5
4287,Tune,Akino sushi,2,1,6.3,3.6,2.7
4288,Salad,Chick-fil-a,11,3,1.2,1.0,0.2
4289,Burger,Ike's,6,2,3.5,2.5,1.0
4290,Parmesan cheese,Chick-fil-a,8,2,9.2,9.1,0.1
4291,Pork,Globe,7,2,5.4,4.1,1.3
4292,Parmesan cheese,Nue Vegan,9,3,7.6,5.9,1.7
4293,Beans,Southside,8,2,7.7,1.6,6.1
4294,Beans,Flip kitchen,7,2,3.7,0.0,3.7
4295,Pork,Globe,8,2,7.8,7.8,0.0
4296,Burger,Akino sushi,6,2,1.4,0.8,0.6
4297,Beef,Akino sushi,4,1,6.5,2.3,4.2
4298,Tune,Chick-fil-a,9,3,3.5,1.8,1.7
4299,Tune,Chick-fil-a,2,1,6.6,6.5,0.1
4300,Beef,Akino sushi,5,2,6.2,4.5,1.7
4301,Beans,Southside,9,3,8.7,6.2,2.5
4302,Parmesan cheese,Flip kitchen,7,2,7.6,6.4,1.2
4303,Chicken,Blaze pizza,1,1,4.7,3.3,1.4
4304,Beans,Southside,8,2,4.6,3.4,1.2
4305,Pork,Halal Guys,5,2,8.2,4.8,3.4
4306,Fries,Globe,11,3,4.5,0.3,4.2
4307,Chicken,Nue Vegan,9,3,9.4,7.3,2.1
4308,Chicken,Southside,4,1,4.3,3.7,0.6
4309,Pizza,Chipotle,10,3,8.6,4.1,4.5
4310,Fries,Flip kitchen,9,3,2.4,1.4,1.0
4311,Pork,Chipotle,9,3,4.9,3.7,1.2
4312,Beef,Halal Guys,8,2,4.4,0.0,4.4
4313,Parmesan cheese,Southside,3,1,9.8,8.0,1.8
4314,Drumsticks,Flip kitchen,7,2,4.2,0.7,3.5
4315,Beans,Flip kitchen,6,2,4.0,0.8,3.2
4316,Parmesan cheese,Akino sushi,7,2,8.9,1.9,7.0
4317,Drumsticks,Ike's,3,1,2.4,0.5,1.9
4318,Pizza,Globe,10,3,3.4,1.5,1.9
4319,Parmesan cheese,Southside,12,3,3.3,3.0,0.3
4320,Pizza,Chick-fil-a,2,1,3.1,0.0,3.1
4321,Pork,Southside,11,3,2.4,2.0,0.4
4322,Beans,Chick-fil-a,10,3,8.2,4.3,3.9
4323,Drumsticks,Nue Vegan,7,2,2.4,0.6,1.8
4324,Beef,Southside,11,3,2.4,1.4,1.0
4325,Chicken,Flip kitchen,8,2,8.5,6.2,2.3
4326,Fries,Ike's,9,3,8.9,3.5,5.4
4327,Chicken,Southside,8,2,4.2,3.4,0.8
4328,Salad,Nue Vegan,1,1,4.7,0.1,4.6
4329,Salad,Blaze pizza,2,1,3.5,2.7,0.8
4330,Drumsticks,Chipotle,8,2,1.9,0.3,1.6
4331,Burger,Blaze pizza,1,1,9.2,8.6,0.6
4332,Fries,Globe,3,1,3.7,1.2,2.5
4333,Salad,Chick-fil-a,8,2,6.9,1.1,5.8
4334,Pork,Chick-fil-a,9,3,4.6,4.2,0.4
4335,Beans,Southside,2,1,1.5,0.1,1.4
4336,Parmesan cheese,Southside,4,1,6.4,5.2,1.2
4337,Salad,Blaze pizza,10,3,5.2,0.7,4.5
4338,Salad,Ike's,11,3,9.4,0.4,9.0
4339,Parmesan cheese,Southside,10,3,7.6,0.2,7.4
4340,Tune,Chipotle,9,3,3.2,2.0,1.2
4341,Chicken,Nue Vegan,10,3,7.4,3.7,3.7
4342,Beans,Ike's,7,2,5.2,2.0,3.2
4343,Tune,Ike's,10,3,7.1,3.3,3.8
4344,Drumsticks,Flip kitchen,10,3,4.9,1.3,3.6
4345,Pork,Globe,6,2,2.6,1.8,0.8
4346,Parmesan cheese,Nue Vegan,7,2,7.1,6.5,0.6
4347,Burger,Chipotle,9,3,7.2,4.9,2.3
4348,Beef,Globe,9,3,5.1,3.7,1.4
4349,Drumsticks,Flip kitchen,5,2,5.7,1.7,4.0
4350,Tune,Chipotle,10,3,8.2,2.7,5.5
4351,Beans,Chipotle,7,2,1.1,0.7,0.4
4352,Salad,Southside,4,1,5.8,2.3,3.5
4353,Drumsticks,Ike's,2,1,3.2,2.4,0.8
4354,Fries,Flip kitchen,7,2,1.2,0.2,1.0
4355,Salad,Globe,9,3,4.7,3.6,1.1
4356,Fries,Chick-fil-a,4,1,7.8,0.0,7.8
4357,Burger,Ike's,4,1,3.1,1.9,1.2
4358,Pork,Globe,5,2,8.5,3.5,5.0
4359,Parmesan cheese,Chipotle,6,2,8.7,5.9,2.8
4360,Chicken,Chick-fil-a,3,1,1.2,1.0,0.2
4361,Beans,Halal Guys,2,1,9.6,0.0,9.6
4362,Parmesan cheese,Globe,1,1,5.6,4.1,1.5
4363,Drumsticks,Ike's,8,2,7.5,4.9,2.6
4364,Pork,Nue Vegan,3,1,6.8,0.2,6.6
4365,Fries,Chipotle,3,1,1.3,1.1,0.2
4366,Beans,Flip kitchen,5,2,8.6,7.4,1.2
4367,Parmesan cheese,Flip kitchen,5,2,9.1,9.0,0.1
4368,Burger,Southside,11,3,1.2,0.8,0.4
4369,Chicken,Blaze pizza,6,2,9.1,2.2,6.9
4370,Pork,Flip kitchen,8,2,7.2,5.3,1.9
4371,Parmesan cheese,Halal Guys,12,3,3.7,0.9,2.8
4372,Beef,Akino sushi,12,3,7.4,2.6,4.8
4373,Tune,Nue Vegan,3,1,3.4,2.7,0.7
4374,Beef,Blaze pizza,3,1,3.1,1.5,1.6
4375,Burger,Nue Vegan,12,3,2.7,2.4,0.3
4376,Tune,Nue Vegan,4,1,5.1,4.5,0.6
4377,Pork,Globe,4,1,5.8,1.1,4.7
4378,Chicken,Chick-fil-a,4,1,5.1,2.5,2.6
4379,Fries,Chick-fil-a,2,1,3.2,3.0,0.2
4380,Pork,Flip kitchen,10,3,9.8,1.9,7.9
4381,Fries,Chipotle,8,2,8.4,7.3,1.1
4382,Pork,Ike's,3,1,8.1,2.9,5.2
4383,Parmesan cheese,Globe,4,1,9.3,0.6,8.7
4384,Chicken,Blaze pizza,6,2,4.8,4.4,0.4
4385,Chicken,Southside,8,2,2.0,2.0,0.0
4386,Beef,Southside,2,1,8.9,2.2,6.7
4387,Tune,Halal Guys,11,3,4.2,1.0,3.2
4388,Beef,Nue Vegan,2,1,2.0,0.8,1.2
4389,Fries,Chick-fil-a,8,2,4.5,0.0,4.5
4390,Fries,Blaze pizza,12,3,1.0,0.0,1.0
4391,Chicken,Southside,7,2,5.9,1.2,4.7
4392,Pizza,Chick-fil-a,5,2,2.6,0.6,2.0
4393,Parmesan cheese,Blaze pizza,5,2,1.7,1.0,0.7
4394,Pork,Blaze pizza,3,1,8.9,7.4,1.5
4395,Drumsticks,Globe,6,2,8.8,6.1,2.7
4396,Beef,Flip kitchen,6,2,1.5,0.6,0.9
4397,Chicken,Globe,10,3,6.1,3.4,2.7
4398,Pork,Globe,4,1,8.6,2.5,6.1
4399,Burger,Southside,11,3,1.5,0.3,1.2
4400,Beans,Southside,11,3,2.2,0.1,2.1
4401,Tune,Chipotle,2,1,5.3,3.8,1.5
4402,Pizza,Southside,6,2,7.3,4.5,2.8
4403,Tune,Flip kitchen,12,3,7.8,0.2,7.6
4404,Parmesan cheese,Akino sushi,10,3,5.3,3.6,1.7
4405,Tune,Akino sushi,1,1,3.9,3.1,0.8
4406,Salad,Nue Vegan,1,1,5.9,0.0,5.9
4407,Drumsticks,Southside,7,2,8.2,2.2,6.0
4408,Beef,Ike's,2,1,5.6,4.1,1.5
4409,Tune,Chick-fil-a,9,3,7.6,4.5,3.1
4410,Beans,Akino sushi,6,2,6.6,1.0,5.6
4411,Drumsticks,Ike's,10,3,6.2,0.2,6.0
4412,Beef,Halal Guys,2,1,8.0,6.0,2.0
4413,Parmesan cheese,Flip kitchen,5,2,7.9,3.2,4.7
4414,Tune,Akino sushi,10,3,6.0,1.7,4.3
4415,Chicken,Southside,3,1,8.6,3.1,5.5
4416,Pizza,Flip kitchen,9,3,4.2,0.8,3.4
4417,Beans,Southside,3,1,8.0,4.3,3.7
4418,Parmesan cheese,Globe,1,1,4.1,2.0,2.1
4419,Burger,Akino sushi,12,3,5.5,4.7,0.8
4420,Salad,Chick-fil-a,6,2,9.6,7.0,2.6
4421,Pork,Nue Vegan,11,3,3.2,2.1,1.1
4422,Drumsticks,Halal Guys,12,3,4.6,1.0,3.6
4423,Fries,Ike's,8,2,6.6,4.1,2.5
4424,Fries,Southside,1,1,8.4,2.5,5.9
4425,Parmesan cheese,Globe,5,2,9.1,2.9,6.2
4426,Parmesan cheese,Blaze pizza,5,2,4.0,1.2,2.8
4427,Beef,Flip kitchen,4,1,1.3,1.0,0.3
4428,Tune,Flip kitchen,12,3,5.0,0.0,5.0
4429,Pork,Chipotle,10,3,1.5,0.7,0.8
4430,Burger,Akino sushi,3,1,8.4,7.2,1.2
4431,Pork,Chipotle,12,3,9.8,6.2,3.6
4432,Drumsticks,Southside,3,1,9.6,6.9,2.7
4433,Beans,Southside,7,2,8.5,0.2,8.3
4434,Fries,Akino sushi,7,2,1.5,0.7,0.8
4435,Chicken,Flip kitchen,6,2,4.0,3.3,0.7
4436,Tune,Nue Vegan,12,3,9.7,7.9,1.8
4437,Drumsticks,Nue Vegan,1,1,5.6,5.4,0.2
4438,Salad,Chipotle,5,2,8.8,4.6,4.2
4439,Drumsticks,Halal Guys,3,1,4.1,0.8,3.3
4440,Burger,Globe,7,2,1.0,0.8,0.2
4441,Beans,Chick-fil-a,12,3,8.0,2.6,5.4
4442,Drumsticks,Chick-fil-a,10,3,8.6,3.4,5.2
4443,Fries,Globe,2,1,2.6,0.5,2.1
4444,Pizza,Blaze pizza,12,3,5.0,4.3,0.7
4445,Salad,Nue Vegan,12,3,3.6,2.4,1.2
4446,Tune,Ike's,6,2,8.5,6.0,2.5
4447,Burger,Chipotle,2,1,9.4,6.7,2.7
4448,Beans,Halal Guys,7,2,7.3,6.0,1.3
4449,Beef,Globe,6,2,2.1,0.9,1.2
4450,Tune,Flip kitchen,11,3,7.8,0.4,7.4
4451,Pork,Halal Guys,2,1,1.2,0.1,1.1
4452,Chicken,Blaze pizza,3,1,1.7,1.4,0.3
4453,Beans,Southside,6,2,2.9,0.6,2.3
4454,Drumsticks,Nue Vegan,3,1,6.2,5.4,0.8
4455,Pizza,Halal Guys,4,1,4.1,3.5,0.6
4456,Beef,Blaze pizza,2,1,4.1,1.1,3.0
4457,Pork,Chick-fil-a,3,1,8.9,0.4,8.5
4458,Chicken,Flip kitchen,9,3,6.3,5.3,1.0
4459,Beans,Ike's,10,3,9.8,1.6,8.2
4460,Parmesan cheese,Halal Guys,6,2,1.1,0.5,0.6
4461,Drumsticks,Ike's,4,1,7.5,4.1,3.4
4462,Burger,Chick-fil-a,5,2,9.3,7.3,2.0
4463,Pork,Nue Vegan,1,1,9.0,0.3,8.7
4464,Chicken,Flip kitchen,12,3,5.1,3.3,1.8
4465,Pork,Akino sushi,3,1,5.0,3.3,1.7
4466,Beef,Chipotle,11,3,9.7,8.3,1.4
4467,Drumsticks,Ike's,7,2,5.5,0.8,4.7
4468,Pizza,Blaze pizza,1,1,6.9,5.7,1.2
4469,Tune,Nue Vegan,9,3,2.0,1.2,0.8
4470,Tune,Akino sushi,10,3,2.1,0.7,1.4
4471,Tune,Globe,8,2,3.9,1.3,2.6
4472,Pork,Akino sushi,12,3,5.2,1.5,3.7
4473,Beans,Halal Guys,10,3,2.4,1.4,1.0
4474,Fries,Halal Guys,8,2,7.8,6.0,1.8
4475,Pork,Ike's,12,3,4.0,3.1,0.9
4476,Tune,Nue Vegan,8,2,8.2,5.6,2.6
4477,Burger,Ike's,3,1,8.5,4.0,4.5
4478,Fries,Ike's,6,2,3.7,3.3,0.4
4479,Drumsticks,Blaze pizza,4,1,2.9,0.1,2.8
4480,Salad,Chipotle,8,2,6.2,2.8,3.4
4481,Beans,Akino sushi,9,3,8.5,5.4,3.1
4482,Beef,Globe,5,2,4.3,0.9,3.4
4483,Beef,Globe,9,3,3.6,1.5,2.1
4484,Tune,Ike's,6,2,8.0,6.4,1.6
4485,Salad,Halal Guys,8,2,5.2,2.7,2.5
4486,Pork,Ike's,8,2,5.6,0.2,5.4
4487,Beans,Globe,11,3,7.9,3.9,4.0
4488,Pizza,Chipotle,5,2,5.6,2.9,2.7
4489,Burger,Chipotle,6,2,3.0,0.9,2.1
4490,Burger,Blaze pizza,12,3,1.0,0.1,0.9
4491,Salad,Flip kitchen,5,2,1.3,1.3,0.0
4492,Tune,Blaze pizza,9,3,3.4,0.4,3.0
4493,Beef,Halal Guys,10,3,3.2,0.2,3.0
4494,Pizza,Chipotle,12,3,9.8,9.0,0.8
4495,Salad,Halal Guys,6,2,6.8,6.6,0.2
4496,Salad,Akino sushi,8,2,5.9,5.1,0.8
4497,Pork,Southside,7,2,2.9,2.3,0.6
4498,Tune,Blaze pizza,11,3,9.3,2.6,6.7
4499,Chicken,Globe,5,2,4.5,1.6,2.9
4500,Beef,Akino sushi,8,2,9.3,5.7,3.6
4501,Drumsticks,Flip kitchen,11,3,9.4,0.3,9.1
4502,Pizza,Akino sushi,8,2,6.6,3.0,3.6
4503,Drumsticks,Akino sushi,4,1,6.7,2.9,3.8
4504,Drumsticks,Globe,8,2,3.3,2.3,1.0
4505,Burger,Blaze pizza,8,2,6.9,1.9,5.0
4506,Beef,Globe,12,3,6.9,6.7,0.2
4507,Beans,Ike's,1,1,6.7,3.5,3.2
4508,Fries,Flip kitchen,4,1,4.0,2.8,1.2
4509,Pork,Chipotle,2,1,7.3,0.7,6.6
4510,Burger,Ike's,4,1,7.7,6.7,1.0
4511,Beef,Flip kitchen,1,1,5.4,0.8,4.6
4512,Parmesan cheese,Southside,9,3,5.4,2.3,3.1
4513,Fries,Blaze pizza,7,2,9.5,3.0,6.5
4514,Parmesan cheese,Halal Guys,5,2,2.7,1.3,1.4
4515,Drumsticks,Ike's,3,1,3.2,2.6,0.6
4516,Beans,Chick-fil-a,8,2,1.3,1.3,0.0
4517,Pizza,Globe,1,1,9.6,4.5,5.1
4518,Tune,Southside,8,2,5.3,3.0,2.3
4519,Chicken,Nue Vegan,10,3,6.7,4.1,2.6
4520,Parmesan cheese,Ike's,8,2,5.2,0.4,4.8
4521,Parmesan cheese,Nue Vegan,9,3,7.0,6.8,0.2
4522,Chicken,Chick-fil-a,4,1,5.1,4.6,0.5
4523,Tune,Flip kitchen,12,3,6.9,3.5,3.4
4524,Beans,Nue Vegan,9,3,7.6,4.8,2.8
4525,Chicken,Southside,2,1,4.2,3.8,0.4
4526,Beans,Blaze pizza,5,2,8.5,4.5,4.0
4527,Salad,Southside,11,3,2.8,2.6,0.2
4528,Parmesan cheese,Southside,12,3,3.2,1.2,2.0
4529,Tune,Southside,6,2,6.1,5.5,0.6
4530,Pizza,Blaze pizza,9,3,8.0,7.0,1.0
4531,Parmesan cheese,Southside,11,3,9.3,8.7,0.6
4532,Fries,Flip kitchen,9,3,7.8,1.5,6.3
4533,Salad,Southside,2,1,2.9,2.7,0.2
4534,Burger,Ike's,2,1,3.5,3.3,0.2
4535,Chicken,Halal Guys,10,3,6.7,1.0,5.7
4536,Drumsticks,Globe,4,1,5.0,3.9,1.1
4537,Parmesan cheese,Ike's,4,1,7.9,1.4,6.5
4538,Chicken,Akino sushi,1,1,9.4,6.7,2.7
4539,Parmesan cheese,Chick-fil-a,11,3,7.8,5.9,1.9
4540,Tune,Ike's,8,2,1.4,1.0,0.4
4541,Beef,Ike's,9,3,5.8,5.6,0.2
4542,Pizza,Akino sushi,12,3,1.4,0.3,1.1
4543,Fries,Akino sushi,4,1,4.7,2.7,2.0
4544,Drumsticks,Halal Guys,10,3,6.0,0.8,5.2
4545,Chicken,Akino sushi,5,2,1.4,0.9,0.5
4546,Beef,Halal Guys,7,2,10.0,9.0,1.0
4547,Burger,Ike's,4,1,5.8,5.2,0.6
4548,Tune,Chick-fil-a,8,2,2.3,1.0,1.3
4549,Pizza,Akino sushi,4,1,1.7,0.7,1.0
4550,Salad,Chick-fil-a,3,1,4.6,4.0,0.6
4551,Chicken,Halal Guys,7,2,8.3,2.0,6.3
4552,Drumsticks,Flip kitchen,8,2,9.0,5.1,3.9
4553,Pizza,Ike's,8,2,2.7,1.9,0.8
4554,Beef,Southside,3,1,9.8,3.2,6.6
4555,Burger,Nue Vegan,7,2,5.4,4.6,0.8
4556,Fries,Flip kitchen,1,1,2.4,1.4,1.0
4557,Salad,Blaze pizza,2,1,2.8,0.9,1.9
4558,Tune,Southside,2,1,5.9,4.1,1.8
4559,Salad,Ike's,5,2,1.3,0.9,0.4
4560,Pizza,Globe,2,1,7.3,1.6,5.7
4561,Tune,Chipotle,1,1,1.0,0.7,0.3
4562,Beans,Halal Guys,6,2,8.4,8.1,0.3
4563,Tune,Halal Guys,7,2,3.5,0.6,2.9
4564,Burger,Southside,7,2,5.3,3.5,1.8
4565,Beef,Ike's,8,2,7.8,6.7,1.1
4566,Fries,Southside,1,1,5.9,4.9,1.0
4567,Salad,Blaze pizza,9,3,9.1,7.1,2.0
4568,Fries,Flip kitchen,9,3,5.6,4.5,1.1
4569,Pork,Southside,11,3,3.6,1.6,2.0
4570,Pork,Halal Guys,2,1,4.2,2.2,2.0
4571,Tune,Blaze pizza,6,2,4.2,0.3,3.9
4572,Tune,Halal Guys,3,1,5.7,5.3,0.4
4573,Salad,Blaze pizza,10,3,2.6,1.0,1.6
4574,Drumsticks,Halal Guys,2,1,5.1,1.0,4.1
4575,Pizza,Halal Guys,10,3,1.8,0.3,1.5
4576,Parmesan cheese,Akino sushi,1,1,6.1,3.9,2.2
4577,Drumsticks,Globe,3,1,2.6,2.0,0.6
4578,Beef,Akino sushi,12,3,3.0,1.2,1.8
4579,Pork,Globe,8,2,7.7,3.5,4.2
4580,Fries,Chipotle,7,2,7.1,1.3,5.8
4581,Parmesan cheese,Akino sushi,11,3,4.9,4.7,0.2
4582,Tune,Nue Vegan,2,1,2.5,1.1,1.4
4583,Salad,Blaze pizza,6,2,8.6,2.1,6.5
4584,Salad,Globe,2,1,3.7,3.0,0.7
4585,Salad,Chick-fil-a,11,3,1.9,0.8,1.1
4586,Pork,Chick-fil-a,11,3,2.5,1.9,0.6
4587,Tune,Globe,8,2,3.4,2.1,1.3
4588,Tune,Blaze pizza,3,1,1.3,0.4,0.9
4589,Burger,Flip kitchen,11,3,1.4,0.1,1.3
4590,Salad,Halal Guys,2,1,2.7,1.4,1.3
4591,Pork,Flip kitchen,12,3,8.9,1.9,7.0
4592,Fries,Nue Vegan,3,1,5.3,1.0,4.3
4593,Pizza,Globe,10,3,9.7,2.6,7.1
4594,Beans,Nue Vegan,4,1,4.4,2.2,2.2
4595,Beans,Halal Guys,7,2,9.5,9.0,0.5
4596,Fries,Chick-fil-a,6,2,3.3,1.1,2.2
4597,Burger,Halal Guys,2,1,1.7,0.4,1.3
4598,Parmesan cheese,Blaze pizza,1,1,1.8,0.2,1.6
4599,Burger,Flip kitchen,9,3,9.3,4.6,4.7
4600,Pizza,Halal Guys,10,3,1.6,0.2,1.4
4601,Drumsticks,Akino sushi,7,2,4.2,0.5,3.7
4602,Parmesan cheese,Southside,12,3,1.4,0.2,1.2
4603,Beef,Akino sushi,11,3,9.4,8.8,0.6
4604,Pizza,Akino sushi,12,3,3.2,0.4,2.8
4605,Fries,Nue Vegan,12,3,6.4,4.6,1.8
4606,Chicken,Chipotle,11,3,2.7,0.3,2.4
4607,Salad,Globe,9,3,9.1,8.2,0.9
4608,Fries,Halal Guys,9,3,4.5,0.5,4.0
4609,Beans,Flip kitchen,12,3,1.3,0.8,0.5
4610,Pizza,Southside,10,3,8.1,1.8,6.3
4611,Burger,Chick-fil-a,9,3,9.2,2.0,7.2
4612,Burger,Halal Guys,8,2,7.1,5.2,1.9
4613,Tune,Nue Vegan,12,3,4.3,1.5,2.8
4614,Tune,Chipotle,11,3,1.3,0.7,0.6
4615,Fries,Nue Vegan,7,2,6.7,4.3,2.4
4616,Salad,Halal Guys,4,1,1.8,0.7,1.1
4617,Tune,Blaze pizza,7,2,4.8,2.4,2.4
4618,Pork,Halal Guys,4,1,8.9,4.9,4.0
4619,Salad,Blaze pizza,8,2,3.1,1.3,1.8
4620,Salad,Nue Vegan,3,1,6.4,0.9,5.5
4621,Drumsticks,Halal Guys,12,3,8.4,6.1,2.3
4622,Parmesan cheese,Akino sushi,2,1,2.9,0.8,2.1
4623,Beans,Globe,9,3,9.4,4.8,4.6
4624,Fries,Chick-fil-a,2,1,4.4,1.2,3.2
4625,Pork,Globe,8,2,6.6,3.3,3.3
4626,Fries,Chipotle,8,2,3.6,0.1,3.5
4627,Beef,Nue Vegan,7,2,7.8,2.1,5.7
4628,Burger,Globe,3,1,8.8,4.2,4.6
4629,Salad,Chick-fil-a,5,2,6.7,4.6,2.1
4630,Pork,Globe,7,2,3.8,3.3,0.5
4631,Beef,Globe,11,3,6.7,2.0,4.7
4632,Pork,Blaze pizza,7,2,3.1,1.4,1.7
4633,Beef,Ike's,12,3,1.7,1.3,0.4
4634,Pork,Nue Vegan,4,1,7.6,4.2,3.4
4635,Fries,Akino sushi,12,3,3.2,2.3,0.9
4636,Burger,Chipotle,1,1,5.5,4.5,1.0
4637,Beans,Nue Vegan,5,2,4.8,3.3,1.5
4638,Drumsticks,Flip kitchen,7,2,7.5,2.9,4.6
4639,Drumsticks,Chick-fil-a,3,1,4.1,1.5,2.6
4640,Fries,Ike's,2,1,6.5,3.2,3.3
4641,Burger,Halal Guys,6,2,3.6,2.9,0.7
4642,Pork,Akino sushi,1,1,8.0,6.5,1.5
4643,Tune,Chipotle,5,2,3.3,0.6,2.7
4644,Chicken,Chipotle,10,3,7.6,5.6,2.0
4645,Tune,Globe,11,3,9.4,6.4,3.0
4646,Drumsticks,Halal Guys,5,2,4.0,2.9,1.1
4647,Beans,Chipotle,6,2,1.3,1.2,0.1
4648,Chicken,Akino sushi,4,1,8.1,5.4,2.7
4649,Tune,Flip kitchen,7,2,9.8,6.9,2.9
4650,Pizza,Chick-fil-a,2,1,2.8,1.9,0.9
4651,Drumsticks,Chick-fil-a,3,1,3.7,1.4,2.3
4652,Pork,Akino sushi,11,3,8.1,7.3,0.8
4653,Parmesan cheese,Chipotle,11,3,9.3,3.3,6.0
4654,Beans,Halal Guys,12,3,6.0,3.0,3.0
